medium,name,prints_available,artist_followers,num_views,material,subject,artist_name,date,num_favs,size,artist_country,price,artist_NoOfArts
oil,The Vegan Project,,69,296,Canvas,Animal,Rita Bolla,2014-10-06.000,2,24  H x  30  W x  2  in,United States,$640.00,(48)
"Acrylic, Black & White, Paint",Paris Series 2 - no. 8,,0,28,Canvas,Abstract,Kellie Hampton,2016-01-01.000,0,48  H x  24  W x  2  in,Canada,$1150.00,(4)
Oil,Still Life With Seeds,Prints,0,148,Wood,Still Life,Nils Benson,2014-12-11.000,1,8  H x  10  W x  1  in,United States,$710.00,(19)
Acrylic,CHALLANGING THE WAVES,Prints,3,21,Canvas,Landscape,Ibrahima SOUMARE,2015-01-01.000,0,38.2  H x  57.5  W x  0.8  in,France,$7100.00,(20)
Oil,La Danse (The Dance),Prints,2,126,Canvas,People,Alexandra Moskalenko,2015-01-01.000,0,56  H x  39  W x  2  in,United Kingdom,$6850.00,(24)
"Gouache, Watercolor",Elgin Beauty,,0,60,Paper,Classical mythology,Margo Smart,1990-09-28.000,0,24  H x  30  W x  1  in,Puerto Rico,$1140.00,(7)
Acrylic,Sunflowers,,0,11,Canvas,Floral,Megan Brock,2016-01-01.000,1,16  H x  20  W x  1  in,United States,$160.00,(2)
Watercolor,"Cautley Spout, Howgill Fells",,0,19,Paper,Landscape,Roy Gibson,2015-08-29.000,0,13.8  H x  21.5  W x  0  in,United Kingdom,$230.00,(4)
Acrylic,Heaven Garden,,8,106,Canvas,Animal,Natalia Davis,2015-03-19.000,6,47  H x  18  W x  1.5  in,,$520.00,(40)
"Oil, canvas",Sauternes con hamon,,1,82,Canvas,Cuisine,Alexandra Chelebiyska,2005-01-01.000,0,19.7  H x  19.7  W x  0.8  in,Bulgaria,$410.00,(9)
"Acrylic, Ink",Dialoque I,Prints,2,149,Canvas,Abstract,Mariya Aleksieva,2012-01-01.000,1,27.6  H x  31.5  W x  0.8  in,Bulgaria,$1240.00,(7)
Acrylic,Splash,,0,57,Other,Beach,Elisa Feiritéar,2015-12-14.000,0,22.4  H x  22.4  W x  0.8  in,Ireland,$880.00,(7)
Oil,Ash,Prints,261,394,Canvas,Nude,Toni Navarro Llorens,2016-01-01.000,25,24  H x  18.1  W x  0.8  in,United Kingdom,$980.00,(7)
"Acrylic, Watercolor",Sea of Joy,Prints,13,173,Paper,Abstract,Joanna COKE,2016-01-01.000,3,27  H x  38  W x  1  in,,$2865.00,(15)
"Acrylic, Wood",Spuren,,45,251,Wood,Abstract,Victor Popov,2006-01-01.000,5,39  H x  23.2  W x  0.8  in,Germany,$940.00,(44)
Acrylic,Untitled,,25,216,Paper,Portrait,ofra ohana,2012-05-29.000,4,19.7  H x  27.6  W x  0  in,Israel,$1740.00,(8)
Oil,golden afternoons,,1,70,Canvas,Women,Alberto aravena,2014-10-22.000,0,24  H x  53  W x  1  in,Chile,$3350.00,(4)
Acrylic,My path,Prints,0,4,Canvas,Animal,Gabriella Kosa,2017-01-01.000,0,23.6  H x  23.6  W x  1.6  in,,$1450.00,(11)
Oil,Taxis #2,,6,268,Other,Cities,Jay Alexander,2002-01-01.000,0,17.5  H x  25.5  W x  0.3  in,United States,$660.00,(45)
Oil,"Pipilotti Rist (*1962) / Sedmikrasky (Director: Vera Chytilová, 1966) / Time: 54:54",,0,16,Canvas,Pop Culture/Celebrity,Jan Hendrik Pelz,2014-01-01.000,0,13  H x  23.6  W x  1.2  in,Germany,$8700.00,(32)
oil,Life Study - Steve,Prints,0,178,Paper,Nude,Stephen Gregson,2013-11-17.000,0,25.2  H x  18.9  W x  0.8  in,United Kingdom,$2190.00,(5)
"Ink, Watercolor",The Street Cafe,,11,35,Paper,Travel,Alexander Zhenovich,2015-01-01.000,1,19  H x  15  W x  1  in,United Kingdom,$495.00,(14)
Oil,White table,Prints,14,9,Canvas,Home,Peter Lenkey  -  Toth,2016-01-01.000,0,39.4  H x  44.5  W x  0.8  in,Hungary,$6750.00,(8)
Oil,landscape with a bouquet of roses,Prints,46,127,Paper,Landscape,Mishyra Vladimir,2015-01-25.000,0,11.8  H x  11.8  W x  0.4  in,Russia,$405.00,(281)
"photograph, resin, metal, aluminum, Acrylic",My Heart Still Beats For You,,0,68,Aluminium,Nature,Erin Burns,2015-01-01.000,0,20  H x  30  W x  1  in,United Kingdom,$1340.00,(8)
"Oil, Paint",In Motion: Seating,,0,5,Canvas,People,Anita McGinn-Natali,2015-01-01.000,0,24  H x  18  W x  2  in,United States,$1040.00,(12)
Oil,On a rest,,1,67,Canvas,Women,Ilin Stanislav,2009-12-16.000,1,39.4  H x  39.4  W x  1.2  in,Russia,$13000.00,(10)
"Household, Ink, Marker",Okra,Prints,4,60,"Cardboard, Soft (Yarn, Cotton, Fabric)",Nature,Andrea Lacher-Bryk,2015-01-01.000,0,15.7  H x  15.7  W x  0.1  in,Austria,$600.00,(61)
Oil,Smitten Seed II,Prints,18,92,Canvas,Botanic,Ann Bubis,2012-05-16.000,1,27.6  H x  27.6  W x  0.5  in,United Kingdom,$1190.00,(92)
"Enamel, Oil, Paint, Spray Paint, Paper",Uncle Remus . Study VII,Prints,0,85,"Canvas, Paper",Political,Amos Oaks,2015-03-01.000,0,60  H x  120  W x  1  in,United States,$7700.00,(12)
"Acrylic, Paper",Rainy weather,,1,8,Paper,Landscape,Elmira Valshyna,2011-01-01.000,0,13.6  H x  13.5  W x  0  in,Russia,$240.00,(39)
Acrylic,Pear Twosome,,0,9,"Canvas, Paper",Still Life,Pat Heydlauff,2016-01-01.000,0,14  H x  18  W x  1.5  in,United States,$1600.00,(24)
Oil,unity_2,Prints,1,328,Canvas,Abstract,Petar Smiljanić,2015-01-01.000,0,39.4  H x  59.1  W x  0.8  in,Serbia,$1250.00,(9)
Oil,Exit,Prints,3,25,Canvas,Abstract,Tamas Balog,2010-01-01.000,1,15.7  H x  23.6  W x  0.8  in,,$1310.00,(62)
Oil,Victim,,90,155,Canvas,Body,Marcin Potoczny,2014-11-17.000,2,39.4  H x  39.4  W x  2  in,,$2243.00,(24)
Acrylic,Along the Sea,,0,56,Paper,Beach,Leslie Bender,2006-01-01.000,0,29  H x  51  W x  0.3  in,United States,$1990.00,(7)
"acrílic, Oil",Rostro de mujer,,0,36,"Canvas, Wood",Abstract,Raul Miranda,2013-01-01.000,2,35.4  H x  28.7  W x  10  in,Peru,$7050.00,(3)
"Acrylic, Ink",Lost Childhood,Prints,41,545,Paper,Portrait,Faiza Bayou,2016-01-01.000,0,25.6  H x  19.7  W x  0  in,Algeria,$330.00,(8)
Watercolor,Hide and Seek on a Friday Night,,0,218,Paper,Places,Szilvia Berki,2013-10-09.000,0,35.4  H x  47.2  W x  0.8  in,,$16000.00,(3)
Acrylic,You Teal Me?,,11,72,Canvas,Abstract,Kelly Aldridge,2016-01-01.000,0,60  H x  48  W x  1.5  in,United States,$3910.00,(25)
"Acrylic, Paint, Textile",LEO (160),,17,92,"Canvas, Other",Animal,LUMP ART,2015-11-01.000,0,31.5  H x  47.2  W x  0.8  in,Slovakia,$3600.00,(31)
Watercolor,Pomegranates,,0,50,Paper,Garden,Hazel Stone,1996-01-01.000,0,19  H x  15  W x  0.1  in,United States,$610.00,(12)
Oil,"""Le Mat"" o Dios es una esfera cuyo centro se halla en todas partes y cuya circunferencia está en ningún sitio.",Prints,2,125,Canvas,Religion,Fuente Seca,2015-04-24.000,2,78.7  H x  59.1  W x  1.8  in,Mexico,$2190.00,(18)
Oil,crown of thorns,,5,120,Cardboard,Religious,stephanie brunton,2016-02-01.000,0,24  H x  16.9  W x  0.8  in,United Kingdom,$360.00,(57)
Airbrush,Still Life,,28,202,Canvas,Food,Rene Surda,2015-05-13.000,0,35.4  H x  55.1  W x  0.8  in,Slovakia,$1150.00,(54)
"Paint, Acrylic",she is dead,Prints,0,29,Canvas,Abstract,Jerry Roberts,2016-01-01.000,0,11  H x  14  W x  1  in,United States,$245.00,(7)
Oil,In polish garden,,0,9,Canvas,Garden,mi luz,2015-01-01.000,0,19.7  H x  27.6  W x  0.2  in,Poland,$430.00,(6)
Oil,New Amsterdam,Prints,0,36,Canvas,Architecture,Olena Orashkevych,2016-01-01.000,3,15.8  H x  15.8  W x  0.8  in,Ukraine,$930.00,(5)
Oil,no title,,85,2730,Canvas,Nude,Cezary Kielar,2013-01-01.000,13,18.1  H x  21.7  W x  0.8  in,Netherlands,$1490.00,(32)
Oil,Pilotage - I,Prints,6,165,Canvas,Children,ChaoLiang Chen,2014-03-05.000,2,27.6  H x  27.6  W x  0.8  in,Taiwan,$740.00,(11)
"Oil, Acrylic",Yellow Fin Swimmer,,1,9,Canvas,Water,In Sun Park,2016-01-01.000,0,40  H x  20  W x  1.4  in,Australia,$1820.00,(2)
Acrylic,MILLENIUM TOLETE,,0,9,Canvas,Abstract,Adrian Bastarrachea,2016-01-01.000,0,31.5  H x  23.6  W x  2  in,Mexico,$3250.00,(13)
"Acrylic, Color, Gesso, Plastic, Resin",Floating cities,Prints,1,83,"Canvas, Ceramic, Glass, Other",Abstract,Zaineb Shaban,2015-12-31.000,1,48  H x  36.2  W x  1.2  in,Canada,$5760.00,(8)
Oil,Seaview,,24,505,Canvas,Beach,Scott Kahn,2007-07-19.000,2,20  H x  16  W x  1.5  in,United States,$4910.00,(46)
Acrylic,Icabod,Prints,1,27,Paper,Classical mythology,Caren Keyser,2015-12-04.000,0,12  H x  12  W x  0.1  in,United States,$280.00,(65)
"Tempera, Paper, Acrylic",Still life with apples.,,6,352,"Cardboard, Glass, Wood",Still Life,irimia Constantin Ciprian,2010-02-12.000,1,7.1  H x  12.6  W x  14.2  in,Romania,$290.00,(84)
Acrylic,untitled,Prints,13,29,Paper,Abstract,Daria Magda Błażek,2017-01-01.000,0,5.9  H x  3.9  W x  0  in,Poland,$780.00,(181)
Acrylic,Red Anarkali,Prints,48,210,"Canvas, Other",Fashion,Nicholas Robertson,2016-01-01.000,2,29.9  H x  20.1  W x  0.2  in,United Kingdom,$1640.00,(52)
"Pastel, Paint, golden leaf",Alive tree,Prints,0,46,Cardboard,Fantasy,Irina Iosip,2016-01-01.000,0,16  H x  16  W x  0.1  in,Romania,$980.00,(5)
Acrylic,Kot Murkot,,0,25,Canvas,Cats,Alena Uhlianica,2016-01-01.000,0,15.7  H x  19.7  W x  0.6  in,Poland,$205.00,(10)
Watercolor,"Honohoshi Beach in Amami Island, Japan",Prints,6,214,Paper,Beach,Yumi Kudo,2014-11-24.000,1,8.3  H x  11.8  W x  0  in,United Kingdom,$290.00,(42)
"Oil, Pencil",Honjo,,2,160,Canvas,Time,ELITSA DAVY BARAMOVA VAN PRAET,2016-01-01.000,16,31  H x  39  W x  0.6  in,Belgium,$3250.00,(109)
Oil,sincere eyes,,0,18,Canvas,Animal,benedetto valpa,2015-01-01.000,0,24  H x  24  W x  1  in,Italy,$530.00,(9)
"Acrylic, Gouache, Pastel, Pencil, New Media",Nude Figure,,120,89,Paper,Nude,Giorgi Mdinaradze,2009-01-01.000,3,30  H x  20  W x  2  in,Georgia,$490.00,(16)
Watercolor,Polarity Play,Prints,1,158,Paper,Geometric,Laura Joan Levine,2012-01-01.000,1,22  H x  30  W x  0.1  in,United States,$830.00,(44)
Oil,Communication,,3,97,Canvas,Comics,Franz Kaku,2014-02-14.000,3,55.1  H x  78.7  W x  0.8  in,Germany,$1910.00,(8)
Acrylic,Wolf in Snow,Prints,9,376,Canvas,Nature,Abra Jayne,2014-01-01.000,1,40  H x  30  W x  1.5  in,United States,$775.00,(27)
Acrylic,"#1373 ""Hidden treasures""",Prints,112,102,Canvas,Abstract,sari noy azaria,2016-01-01.000,1,12  H x  12  W x  0.8  in,United States,$290.00,(287)
Oil,Tocando Pieles,Prints,13,372,Paper,Portrait,Marina SaMont,2014-01-01.000,0,12  H x  16  W x  0.1  in,Mexico,$145.00,(8)
Oil,An Exaggeration,Prints,11,56,Canvas,Botanic,Christina Gratton,2015-01-01.000,2,11  H x  14  W x  0.8  in,United States,$680.00,(3)
Acrylic,新花鳥畫 /new huaniaohua,Prints,0,66,Canvas,Animal,CHOI JI YIN,2015-08-19.000,1,53  H x  12  W x  5  in,South Korea,$1070.00,(15)
Oil,CAMEL,,0,70,Canvas,Portrait,Juraj Ďuriš,2012-03-13.000,2,47.2  H x  35.4  W x  1.6  in,,$850.00,(1)
"Acrylic, Spray Paint, Watercolor",Untitled,,0,19,Paper,Nature,Tess Rees,2016-01-01.000,1,33.1  H x  23.4  W x  0  in,United Kingdom,$710.00,(6)
"Acrylic, Gesso, Ink, Found Objects",Discovery,,0,30,Canvas,Children,Blanche Brown,2013-10-30.000,0,20  H x  16  W x  1.5  in,United States,$710.00,(5)
"Oil, Spray Paint",Stagnent,,6,17,Canvas,Abstract,Coco Hewitt,2016-01-01.000,0,14  H x  10  W x  1.4  in,United Kingdom,$495.00,(25)
Oil,On the Weekend,,0,12,Canvas,Seascape,Alana Knuff,2015-10-02.000,0,14  H x  18  W x  0.8  in,United States,$1640.00,(5)
Oil,Night in lvyv,Prints,14,8,Plastic,Landscape,Artem Brazhnik,2017-01-01.000,0,24  H x  24  W x  0.4  in,Ukraine,$1030.00,(87)
"Household, Etching, Engraving",RIRROM,,3,26,"Other, Wood",Abstract,Benjamin Brown,2015-01-01.000,1,31.5  H x  42.5  W x  1  in,United Kingdom,$980.00,(10)
Acrylic,Cats in the harbour,Prints,16,73,Paper,Cats,Mary Stubberfield,2016-01-19.000,1,16  H x  12  W x  0.1  in,United Kingdom,$560.00,(105)
"Acrylic, Marker, Pastel","""Make love,not war"",Original mixed media painting on canvas 65x90 x2cm",Prints,56,40,"Canvas, Soft (Yarn, Cotton, Fabric)",People,Elena Kraft,2016-01-01.000,49,35.4  H x  25.6  W x  0.8  in,Germany,$930.00,(63)
Oil,"Lotuses, flying Fox, a dead bird and the wheel of samsara",,7,309,Canvas,Fantasy,Leyla Kravtsova,2015-10-16.000,1,39.4  H x  31.5  W x  1.2  in,Russia,$2190.00,(13)
Oil,NOCTURNE IN BLUE # 2 (C) 2016 by K. McDermott,,2,40,Canvas,Landscape,Kathleen McDermott,2016-01-01.000,1,10  H x  8  W x  0.2  in,United States,$210.00,(128)
Oil,Self-portrait,Prints,19,72,Canvas,People,Agnieszka Nienartowicz,2016-01-01.000,2,27.6  H x  19.7  W x  0.8  in,Poland,$1940.00,(30)
Oil,Gulls,,0,59,Canvas,Seascape,Tetiana Mazurenko,2016-01-01.000,0,11.8  H x  19.7  W x  0.1  in,Ukraine,$1140.00,(13)
"Acrylic, Paper, Gesso, Paint",Seeker,Prints,3,661,"Paper, Wood, Other",Women,Tatiana Cast,2013-01-01.000,2,36  H x  24  W x  1  in,United States,$7800.00,(9)
Oil,Somewhere in Napa,,0,3,Canvas,Landscape,Carolyn Ferrari,2017-01-01.000,0,11  H x  14  W x  0.8  in,United States,$495.00,(8)
Oil,Hera and cuckoo,,1,5,Canvas,Nude,Oleksii Gnievyshev,2015-01-01.000,1,47  H x  39  W x  1  in,Germany,$2500.00,(8)
Oil,Horse Earth (Cal de pamant),,0,76,Canvas,Horse,Lucian Soit,2016-01-01.000,1,23.6  H x  19.7  W x  1.2  in,Romania,$1030.00,(4)
Watercolor,Rumors,Prints,72,56,Paper,Animal,Jelena Nova,2016-01-01.000,1,16.5  H x  23.2  W x  0  in,Estonia,$170.00,(100)
Acrylic,Talk Enough Sense and You'll Lose Your Mind,,9,58,Canvas,Abstract,James Nazarov,2017-01-01.000,6,20  H x  16  W x  0.7  in,United States,$605.00,(37)
Acrylic,RIO DE JANEIRO,Prints,0,108,Canvas,Abstract,Kourosh Govahi,2013-01-01.000,1,47.2  H x  78.7  W x  1.6  in,Ireland,$2190.00,(48)
Oil,Quinces,,53,289,Canvas,Still Life,Dusan Vukovic,2013-01-08.000,1,11.8  H x  15.8  W x  0.8  in,Serbia,$870.00,(70)
oil,Paper Boat on a Sea of Paint #2,Prints,11,353,Canvas,Boat,Luis Gutierrez,2014-10-01.000,3,30  H x  40  W x  2  in,United States,$1850.00,(26)
Oil,Man in the mirror,,0,58,Canvas,Mortality,Narus Carlos Jay,2014-12-01.000,1,36  H x  48  W x  2  in,United States,$3250.00,(18)
"Paint, Oil",Birds of Maryland-limited edition prints available,,1,26,Wood,Nature,Sarah Kahle,2015-12-31.000,2,12  H x  24  W x  2  in,United States,$275.00,(1)
Watercolor,Morena I,,6,37,Paper,Women,Alberto Linero Gallery,2013-01-01.000,0,26  H x  22  W x  4  in,United States,$2040.00,(71)
Acrylic,Forest,,1,348,Canvas,Landscape,Paola Consonni,2015-01-01.000,0,26.3  H x  30.9  W x  0.4  in,Italy,$1090.00,(50)
Acrylic,Portrait of the moon,,5,116,"Plastic, Other",Landscape,Georgi Marinov,2011-01-01.000,1,41.3  H x  53.1  W x  0.4  in,Bulgaria,$1650.00,(38)
"Acrylic, Ink",chaos & rechargeable batteries,Prints,7,52,Canvas,Comics,Sarah Hai,2016-02-06.000,1,40  H x  30  W x  0.8  in,United States,$690.00,(10)
Pastel,women,,64,93,Paper,Body,George jambo,2008-01-01.000,6,7.8  H x  11  W x  0.1  in,Georgia,$365.00,(50)
Acrylic,flood,,9,14,Plastic,Women,Zaza Aspanidze,2017-01-01.000,0,18.5  H x  9.8  W x  0.2  in,Georgia,$295.00,(29)
Acrylic,Landscapes and myths #9,Prints,9,38,Canvas,Classical mythology,Hugo Santos,2016-01-01.000,1,47.2  H x  31.5  W x  1.6  in,Portugal,$1950.00,(14)
"Watercolor, Pencil",Echev,,2,19,Paper,Still Life,Kyuwon Kim,2017-01-01.000,1,12  H x  12  W x  0.1  in,United States,$345.00,(36)
"Acrylic, Fabric",Broken Time Castle,,1,87,Other,Time,Yasen Ivanchev,2004-01-01.000,0,27.6  H x  23.6  W x  1.6  in,Bulgaria,$1390.00,(9)
Oil,Brothers garden - 2,Prints,120,51,Canvas,Landscape,c h h a b i     k i s k u,2017-01-01.000,14,13.8  H x  17.7  W x  0.8  in,India,$300.00,(103)
Acrylic,Korean Girl I,Prints,32,23,Canvas,Women,Chunbum Park,2016-01-01.000,0,36  H x  24  W x  1  in,,$440.00,(53)
Watercolor,he's a man #M1301,Prints,863,1395,Paper,Nude,Gianfranco Fusari,2003-05-05.000,12,27.6  H x  19.7  W x  0.4  in,Italy,$3450.00,(279)
Oil,Hollywood legend Audrey Hepburn,Prints,0,20,Canvas,Portrait,Richard Garnham,2017-01-01.000,0,39.4  H x  39.4  W x  1.6  in,United Kingdom,$1050.00,(14)
"Pastel, Environmental, Paint, Oil",The morning bouquet of daffodils,Prints,1,16,"Canvas, Cardboard, Wood",Floral,Olga Belaya,2016-01-01.000,0,18  H x  16  W x  0.1  in,Russia,$245.00,(6)
"Ink, Watercolor",whether she goes or ...not,Prints,413,489,Paper,People,Fotini Hamidieli Martou,2015-07-08.000,8,21.7  H x  29.5  W x  0.4  in,Greece,$980.00,(126)
"Oil, Acrylic",Pansies,,0,14,Canvas,Floral,Ildze Ose,2017-01-01.000,1,27.6  H x  39.4  W x  0.8  in,Latvia,$980.00,(6)
"Acrylic, Paper",Hamsa with Pomegranate,Prints,0,392,"Canvas, Wood",Religious,Inna Laktionova,2015-01-01.000,0,8  H x  8  W x  0.7  in,Canada,$165.00,(34)
Acrylic,China Berry,Prints,25,409,Wood,Nature,MaryAnn Ead,2015-04-22.000,3,12  H x  12  W x  0.3  in,United States,$290.00,(32)
Acrylic,John S,Prints,2,23,Canvas,Body,david goveia,1994-01-01.000,0,30  H x  39  W x  1  in,Canada,$590.00,(45)
"Ink, Acrylic, Oil",DIASPORA,,3,124,Canvas,People,Fernanda Rege,2014-09-25.000,1,59.1  H x  59.1  W x  1.2  in,Argentina,$3960.00,(14)
"Acrylic, Ink, Graphite, Marker, Pastel",Ayson,Prints,0,5,Canvas,Women,Edward Arambula,2016-01-01.000,0,19  H x  16  W x  0.5  in,United States,$525.00,(3)
Acrylic,Firecracker,,0,43,"Plastic, Other",Abstract,paul wood,2013-01-09.000,0,27.6  H x  39.4  W x  3.9  in,United Kingdom,$1550.00,(2)
Oil,Flowers,,0,2,Canvas,Floral,Irina Tolmach,2016-01-01.000,0,30  H x  40  W x  1  in,United States,$4350.00,(5)
Oil,Country Spring,,9,117,Canvas,Rural life,cheryl korb,2015-03-18.000,2,18  H x  18  W x  3  in,,$655.00,(15)
"Acrylic, Paint, Household",Little Blessings,,0,11,"Wood, Other",Abstract,S E Harris,2015-01-01.000,0,48  H x  48  W x  1.8  in,United States,$1760.00,(7)
Acrylic,Up Against the Mirror,,1,39,Canvas,Body,Rackoe Camp,2016-01-01.000,1,48  H x  32  W x  0.5  in,United States,$1590.00,(20)
Oil,Acoustic Breeze,Prints,0,32,Canvas,Music,Rick Jenkins,2016-01-01.000,0,20  H x  14  W x  1.5  in,United States,$1805.00,(4)
"Oil, Pastel",angel,,51,205,Canvas,Nude,Ανικητος Γιαννουδης,2015-01-01.000,4,39.4  H x  31.5  W x  2  in,Greece,$2190.00,(26)
"Acrylic, Tempera, Watercolor, Pencil",Message from a distant galaxy...,,0,22,Cardboard,Abstract,Raimundas Dzimidavicius,2017-01-01.000,0,24  H x  48  W x  0.2  in,Lithuania,$1150.00,(27)
Tempera,Cali III,,0,8,Other,Landscape,Jaime Bateman,2016-01-01.000,0,12  H x  12  W x  1.5  in,United States,$980.00,(11)
"Acrylic, Resin",Lux,,0,2,Wood,Abstract,Angie Evans,2017-01-01.000,0,24  H x  12  W x  2  in,United States,$500.00,(22)
Tempera,"Series of "" Family Scenes"" 4",Prints,0,103,Cardboard,People,Lasha Kintsurashvili,2011-03-17.000,0,7.9  H x  6.3  W x  0.1  in,Georgia,$760.00,(16)
Oil,Forest Light 30,,0,319,Wood,Landscape,David Ladmore,2013-01-01.000,0,24  H x  30  W x  1.6  in,Canada,$2590.00,(5)
Paint,Suffusion,,25,389,"Canvas, Wood",Abstract,Roy North,2009-01-01.000,0,30  H x  18.1  W x  1.2  in,United Kingdom,$1640.00,(17)
Watercolor,Rocks by the river,Prints,0,80,Paper,Nature,Paul McDermott,2014-04-17.000,0,5.5  H x  9.5  W x  0.1  in,Ireland,$290.00,(15)
Oil,Nude Blonde Back,Prints,5,597,Canvas,Erotic,Ye Min,2014-09-18.000,4,30  H x  24  W x  0.8  in,United States,$790.00,(33)
Acrylic,Horse,,0,89,Canvas,Horse,Bacho Tsamelasvili,2016-01-01.000,1,31  H x  31  W x  0.1  in,,$1790.00,(21)
Oil,Going To Cornwall,Prints,1,28,Paper,Landscape,averil sinnott,2015-06-06.000,0,12  H x  16  W x  0  in,United Kingdom,$165.00,(25)
Acrylic,Pink Rapture,Prints,0,13,Canvas,Abstract,Celia Feliciano,2016-01-01.000,2,43  H x  40  W x  0.1  in,United States,$930.00,(13)
"Tempera, Oil",Drawing the curtain,,55,10,"Wood, Canvas",Women,Eva Genoveva,2017-01-01.000,0,11.8  H x  9.4  W x  1.2  in,Germany,$620.00,(63)
Color,untitled,,3,142,Other,Abstract,Cora Korte,2015-01-01.000,1,55  H x  47  W x  2  in,Germany,$14000.00,(7)
Oil,Mile End / Border,Prints,3,336,Canvas,People,Erik Slutsky,2014-01-01.000,0,36  H x  30  W x  2  in,Canada,$2525.00,(6)
Oil,Worlds Apart,,11,116,Paper,Abstract,Henry Rowland,2014-07-17.000,2,11  H x  14  W x  0.1  in,United States,$1990.00,(31)
Watercolor,Iceland,Prints,1,378,Paper,Landscape,Nino Bilikhodze,2014-05-20.000,1,8.3  H x  11.4  W x  0  in,Georgia,$185.00,(13)
Acrylic,Triple Trouble,,0,2,Canvas,Abstract,Sakshi Talwar,2016-01-01.000,0,27  H x  27  W x  2  in,India,$1490.00,(10)
Oil,Love,,18,539,Canvas,Love,Otar  Imerlishvili,2014-01-01.000,3,35.4  H x  23.6  W x  2  in,Georgia,$2090.00,(16)
Oil,Screw Me,,4,108,Wood,Portrait,Kristopher Offill,2014-05-08.000,6,12  H x  11  W x  2  in,United States,$495.00,(9)
Watercolor,Aprendiendo Natural / Natural Learning,Prints,1,27,Paper,Abstract,Oaxaca Dreams Pedro Cruz Pacheco,2015-01-01.000,1,15  H x  11  W x  0.1  in,Mexico,$455.00,(8)
"Oil, Acrylic, Gesso, Color, Enamel",Giraffe. Safari Animals Collection.,Prints,0,30,"Canvas, Glass, Wood, Other, Steel",Animal,Valeriya Bugatti,2015-01-01.000,0,30  H x  15  W x  2  in,United States,$2390.00,(9)
"Acrylic, Household",Submerged,Prints,1,411,Other,Abstract,Shaylen Broughton,2015-01-01.000,0,16  H x  20  W x  0.8  in,United States,$955.00,(4)
Acrylic,Moonlight sail,Prints,14,49,Canvas,Boat,Kristine Gottsch,2016-01-01.000,0,20  H x  16  W x  1  in,United States,$340.00,(72)
"Oil, Color","Triptych "" In the Beginning """,,0,28,"Canvas, Other",Religion,Viktor Goryaev,2015-01-01.000,0,47.2  H x  90.6  W x  2  in,Ukraine,$36700.00,(1)
Oil,Fishing,,0,113,Canvas,Landscape,Vasiliy Kudrin,2009-06-18.000,4,31.5  H x  39.4  W x  0.8  in,Russia,$1390.00,(9)
Oil,Dreamer,Prints,4,96,Canvas,Portrait,Irina Kupyrova,2016-01-01.000,2,29.5  H x  21.6  W x  0.8  in,Czech Republic,$1290.00,(20)
Acrylic,I'm Too Drunk to Taste This Chicken,,4,222,Canvas,Business,Stephen Austin,2016-01-01.000,0,20  H x  16  W x  0.6  in,United States,$190.00,(18)
"Oil, Paint",untitled,,5,25,Wood,Abstract,Rudeen Gibson,2016-01-01.000,0,8  H x  8  W x  1.5  in,Canada,$330.00,(23)
Acrylic,Virabhadrasana,Prints,15,152,Canvas,Body,Charis Psachos,2014-08-07.000,2,15.7  H x  21.7  W x  0.8  in,Greece,$830.00,(69)
Acrylic,Yellow Abstract by Zeinab Khalil,,0,6,Canvas,Abstract,Lina El Agouz,2016-01-01.000,0,39.4  H x  39.4  W x  0.8  in,Germany,$1540.00,(15)
Oil,Seascape Painting,,2,70,Other,Beach,zohaib ahmed,1994-01-01.000,1,7  H x  10  W x  0.5  in,Pakistan,$5410.00,(35)
Oil,Yehliu,,0,23,Canvas,Landscape,Yihsin Chu,2016-01-01.000,0,17.7  H x  23.8  W x  0.8  in,Taiwan,$350.00,(6)
Acrylic,Where is the Sun?,Prints,0,81,Canvas,Abstract,Shawnic Coles,2014-01-31.000,0,14  H x  11  W x  0.2  in,United States,$345.00,(7)
Oil,Classical Standing Male Nude,Prints,0,42,Other,Nude,Cristina Komaroff,2008-06-23.000,0,24  H x  18  W x  0.5  in,Canada,$435.00,(5)
"Oil, Acrylic, Spray Paint",the origen the species,,7,84,Canvas,Body,jhony herrera,2010-08-15.000,1,2  H x  4  W x  0.1  in,Peru,$34000.00,(21)
Oil,Wave,,1,547,"Canvas, Wood",Seascape,Andrea LeHeup,2004-01-01.000,0,59  H x  59  W x  1.5  in,United States,$9100.00,(3)
"Acrylic, Oil",One more Song for the Road,,13,78,Canvas,Abstract,Fabrizio Simeoni,2016-01-01.000,1,31.5  H x  47.2  W x  1.6  in,Ireland,$5410.00,(29)
Oil,Before The Revolution Explodes,,4,338,Canvas,Transportation,Alvaro Labanino,2012-01-01.000,0,24  H x  54  W x  1.5  in,United States,$3210.00,(28)
"Enamel, Ink, Acrylic, Beads",Laps De Temps,,33,209,Canvas,Abstract,Anne Marchand,2016-01-01.000,2,36  H x  36  W x  2  in,United States,$5410.00,(35)
Oil,ORIGINAL DRAWING OIL PAINTING BODY GIRL ART FEMALE NUDE ON CANVAS#11-11-03,Prints,21,372,Canvas,Nude,Hongtao Huang,2014-11-05.000,2,10  H x  8  W x  0  in,China,$290.00,(21)
"Acrylic, Oil",Horizons,Prints,5,126,Canvas,Landscape,Suenos art,2016-01-01.000,2,20  H x  24  W x  0.8  in,United States,$330.00,(12)
