medium,name,prints_available,artist_followers,num_views,material,subject,artist_name,date,num_favs,size,artist_country,price,artist_NoOfArts
"Oil, Chalk, Charcoal, Conte, Graphite",Dinosaur Brain,Prints,4,7,Canvas,Abstract,Michael Clague,2016-01-01.000,0,24  H x  24  W x  2  in,Canada,$1160.00,(75)
Oil,Fantasy World,,0,137,Wood,Fantasy,Prarthna Sharma,1993-01-01.000,0,24.5  H x  36.5  W x  0.1  in,India,$12000.00,(2)
Acrylic,Temple,,0,229,Paper,Family,Jaspal Singh,2014-02-20.000,0,22  H x  30  W x  0.1  in,India,$1340.00,(23)
Oil,Standing Nude in Pink and Blue,Prints,1,33,Canvas,People,dave rogers,2016-01-01.000,0,36  H x  36  W x  1.5  in,United States,$4610.00,(26)
Acrylic,Оn red,,55,51,Paper,People,Serhii Lohinov,2015-01-01.000,7,39.3  H x  39.3  W x  0.3  in,Ukraine,$205.00,(55)
Acrylic,UNTITLED NO. 36,,3,54,Canvas,Abstract,Dimitry Gerrman,2014-06-17.000,0,16  H x  20  W x  2  in,United States,$1060.00,(63)
Acrylic,Red Reveal,,0,33,Canvas,Floral,Jeanne Dentzel,2014-08-01.000,0,30  H x  24  W x  2  in,United States,$1065.00,(3)
Acrylic,Water Pig,Prints,2,342,"Canvas, Wood",Animal,Suzanne Rees,2016-03-23.000,0,48  H x  48  W x  2  in,United States,$2410.00,(14)
Oil,"George street under awning, Bath",Prints,39,23,Canvas,Places,Andrey Skorodumov,2017-01-01.000,1,15.7  H x  23.6  W x  0.8  in,,$10600.00,(102)
Oil,Rainy Day,,18,88,Wood,Children,Eglė Razumaitė,2012-03-07.000,0,30.1  H x  30.1  W x  0.4  in,Lithuania,$940.00,(9)
"Oil, Pencil",Authumn,,2,87,Canvas,Humor,Leonid Kuzenny,2016-01-01.000,1,10  H x  10  W x  1  in,Czech Republic,$185.00,(6)
Watercolor,Fruits,,1,23,Paper,Still Life,Anastasiya Kachina,2016-01-01.000,2,11.8  H x  16.5  W x  0  in,Russia,$220.00,(17)
Oil,Justice,Prints,0,69,Canvas,Abstract,Elina Columba,2016-01-01.000,1,19.8  H x  19.8  W x  1.8  in,Russia,$530.00,(15)
Watercolor,compliments and contrast,Prints,0,13,Paper,Abstract,Alex Almazan,2016-01-01.000,0,9  H x  12  W x  0.1  in,United States,$360.00,(32)
"Oil, Color, Video, Metal, New Media","Stills #2, Permanentroodviolet",,0,210,Aluminium,Portrait,Enrique Collar,2017-01-01.000,0,7.9  H x  13.8  W x  1.2  in,Netherlands,$4910.00,(7)
Acrylic,pre wedding photography at notre dame cathedral Sai Gon,,0,72,Canvas,People,Antonius Danurdoro,2015-07-26.000,0,59.1  H x  39.4  W x  1.2  in,Vietnam,$4410.00,(2)
"Acrylic, Paint, Enamel, varnish, Ink",Nostalgic II,,2,47,Canvas,Abstract,Luanna Flammia,2016-01-01.000,1,35  H x  59  W x  1.5  in,United Kingdom,$2050.00,(3)
Oil,032-16,Prints,0,9,"Other, Paper",Portrait,John D Monteith,2016-01-01.000,0,13.6  H x  17  W x  1  in,United States,$955.00,(3)
Oil,"""Seeking Equilibrium""",,14,56,Canvas,Abstract,Marina  Reiter,2015-11-22.000,1,40  H x  30  W x  2  in,United States,$4050.00,(12)
Oil,Highlander rhytm,,0,44,Canvas,Men,Gurgen Arutynyan,2014-05-14.000,1,19.7  H x  27.6  W x  0.4  in,Russia,$830.00,(3)
Acrylic,Who the Hell Am I?,,1,59,Canvas,Portrait,Daniel Portela,2015-08-12.000,1,15.7  H x  15.7  W x  1.6  in,Mexico,$660.00,(10)
"Oil, Paint",Spring,,1,75,Canvas,Landscape,Nick Maslov,2012-01-01.000,0,17.9  H x  22.6  W x  0.8  in,Ukraine,$510.00,(6)
"Acrylic, Oil, Spray Paint",Into the sea,Prints,6,158,Other,Landscape,Lucy Marks,2015-02-03.000,2,8  H x  10  W x  0.1  in,United Kingdom,$560.00,(21)
"Gouache, Watercolor",Small Works on Paper (Example),,94,138,Paper,Seascape,David Cass,2013-12-01.000,3,8.3  H x  5.5  W x  0  in,United Kingdom,$445.00,(24)
Oil,sea head,Prints,6,160,Canvas,Seascape,Yossi Sapirshtein,2016-04-15.000,0,27.6  H x  19.7  W x  0.8  in,Israel,$5410.00,(56)
"Oil, Paint, Color",red 2,,12,279,Canvas,Abstract,tatia bazadze,2016-01-01.000,2,59.1  H x  39.4  W x  0.8  in,Georgia,$2250.00,(4)
Oil,Cavity,,2,261,Canvas,Landscape,Kenneth Cobb,2012-01-01.000,0,22  H x  22  W x  2.5  in,United States,$1590.00,(66)
"Acrylic, Gesso, Black & White, Paint",Suspend Belief  - VI,,10,53,Cardboard,Abstract,Tharien Smith,2016-01-01.000,1,16.5  H x  23.2  W x  1.4  in,South Africa,$1290.00,(25)
Oil,Girl in the Castle,Prints,1,72,Canvas,Landscape,Masaad Amoodi,2014-05-01.000,0,11.8  H x  17.7  W x  0.2  in,,$395.00,(3)
Watercolor,Impermanence Series No 55,,0,4,Paper,People,Alice MacLean,2017-01-01.000,0,16  H x  10  W x  0.1  in,Canada,$345.00,(7)
"Oil, Fabric",Death of the Tiger,,2,11,Canvas,Nature,Erika  Lomberg,2002-01-01.000,0,49.2  H x  49.2  W x  1.2  in,Germany,$4410.00,(2)
"Acrylic, Oil",The Deliberate Placement of Memories Over Current Events,,2,147,Canvas,Abstract,Marc Aaron Hyman,2015-01-19.000,0,61  H x  61  W x  2.4  in,United Kingdom,$4350.00,(3)
"Acrylic, Gesso",Dancing on a Yacht,,1,24,Canvas,Abstract,Justin Winkel,2015-12-31.000,0,36  H x  48  W x  1.5  in,United States,$1850.00,(8)
"Oil, Acrylic, Black & White, Photo",Ramath Lehi,,0,33,Wood,Nude,Kevin Rolly,2012-01-01.000,0,48  H x  48  W x  2  in,United States,$6550.00,(10)
Watercolor,"Treasury Bldg., Petra Jordan",Prints,0,269,Paper,Travel,Arnel Sarmiento,2015-01-24.000,1,11  H x  14  W x  0.1  in,United States,$2750.00,(17)
"Acrylic, Gold Leaf","Art ""Bu"" Blakey",Prints,2,102,Canvas,Music,Kristine Keller,2015-01-01.000,1,16  H x  12  W x  0.1  in,United States,$1140.00,(27)
Oil,Banquet of Consequences,,29,41,Canvas,Political,Heather Burwell,2016-01-01.000,3,39.4  H x  39.4  W x  1.6  in,United Kingdom,$2750.00,(21)
Oil,Conflict,Prints,1,184,Canvas,Abstract,Burton Hanna,2013-02-23.000,1,20  H x  16  W x  1  in,United States,$879.00,(15)
Oil,pending,,8,3,Canvas,Women,nazar Symotiuk,2016-01-01.000,0,15.7  H x  11.8  W x  0.8  in,Ukraine,$250.00,(30)
Oil,Essence,Prints,2,208,Canvas,Abstract,Darja Štefančič,2015-01-01.000,0,31.5  H x  31.5  W x  1  in,Slovenia,$8700.00,(12)
"Acrylic, Gesso, Oil",A Bridge,Prints,26,50,Wood,Abstract,Alexander Ahilov,2015-08-21.000,1,48  H x  36  W x  1.5  in,Canada,$3450.00,(46)
"Watercolor, Paper",Sadness,Prints,9,33,"Canvas, Paper",People,Michael G Wilson,2016-01-01.000,0,11  H x  15  W x  0.1  in,Canada,$395.00,(23)
"Acrylic, Color, Charcoal, Pencil",Skulls,,28,84,"Canvas, Paper, Other",Abstract,Boris Gavryljuk,2014-01-01.000,6,47.2  H x  47.2  W x  1.2  in,Ukraine,$1150.00,(37)
Oil,Landscape. Risible winter or dry until April,,83,175,Canvas,Landscape,Anastasiia Kraineva,2013-01-01.000,2,35.4  H x  106.3  W x  0.8  in,Ukraine,$4010.00,(83)
Oil,Viennese cab trip to the opera.,,12,11,Paper,Horse,Andrii Kulagin,2015-01-01.000,0,39.4  H x  47.2  W x  1  in,Ukraine,$750.00,(50)
Paint,DUO,,0,59,Other,Aerial,Maev Marchini,2012-11-24.000,1,42  H x  34  W x  0.5  in,Canada,$34000.00,(10)
Acrylic,10+(4X2),Prints,3,267,Canvas,Abstract,Derek Audette,2012-01-01.000,0,14  H x  18  W x  1  in,Canada,$895.00,(8)
"Acrylic, Oil",Harmony,,14,559,Canvas,Portrait,Dragan Ilic - Di Vogo,2011-09-15.000,2,31.5  H x  23.6  W x  0.8  in,Serbia,$4200.00,(16)
Acrylic,Untitled,,0,32,Canvas,Cities,Shivanand Shyagoti,2015-01-01.000,2,36  H x  72  W x  1.8  in,India,$10000.00,(1)
"Acrylic, Gesso, Color, Photo",Campanile di San Marco,,0,28,Wood,Architecture,Denise Buisman Pilger,2014-01-01.000,0,36  H x  24  W x  1.5  in,Canada,$1290.00,(9)
Oil,Double,,2,38,Canvas,Abstract,Mila Vukosavljevic,2016-01-01.000,2,72  H x  60  W x  2  in,Canada,$2290.00,(12)
Watercolor,Formal Rose,,0,38,Paper,Fashion,Bruce Swift,1986-12-31.000,0,30  H x  21  W x  1  in,United States,$3120.00,(13)
"Oil, Paint",Sweet Peas in the City,Prints,7,60,"Canvas, Wood",Cities,Angeline Kyba,2016-01-01.000,0,12  H x  14  W x  1  in,Canada,$165.00,(90)
Oil,Horse jumping,,0,31,Other,Horse,Stefania TMenegozzo,2013-01-01.000,0,49.2  H x  27.6  W x  0.2  in,Italy,$3550.00,(64)
Watercolor,deep in the forest,,12,104,Paper,Landscape,Liza Pereverzeva,2015-05-15.000,2,6.7  H x  3.9  W x  0  in,Ukraine,$610.00,(11)
Oil,untitled,,160,427,Canvas,Abstract,Steven Higgins,2016-01-04.000,0,24  H x  18  W x  0.6  in,United States,$660.00,(91)
"Acrylic , Wax ",Nebula pop,,0,11,Canvas,People,Amy Goldring,2017-01-01.000,0,24  H x  20  W x  1.5  in,United Kingdom,$2035.00,(7)
"Oil, Acrylic, Charcoal",PIGGERY,,16,3487,Canvas,Animal,Deg Philip,2011-01-01.000,3,39.3  H x  59  W x  2  in,Greece,$1640.00,(26)
Oil,",,Euro 2016''",,1,64,Canvas,Sport,Ilona Forys,2016-01-01.000,0,20  H x  28  W x  0.8  in,Poland,$330.00,(72)
Acrylic,Painted Geometry 9,,86,11,Canvas,Geometric,Kenneth Grzesik,2015-01-01.000,1,24  H x  36  W x  0.8  in,United States,$4850.00,(604)
Paper,PICTURES AT AN EXHIBITION,,104,77,Cardboard,Wall,BOB BUNCK,2015-01-01.000,0,15.7  H x  15.7  W x  0.8  in,Netherlands,$2190.00,(27)
"Acrylic, Oil, Paper",Jacob and the Wallflowers,,2,43,Canvas,Music,Ronny Criss,2015-08-14.000,0,24  H x  36  W x  1  in,United States,$1450.00,(13)
Watercolor,"Impression, Street scene",,0,237,Paper,Cities,Francesco Fontana,2016-01-01.000,1,8  H x  10  W x  0.1  in,Italy,$495.00,(4)
Oil,The harvest in the country,,5,23,Cardboard,Landscape,Pavol Blažek,2012-01-01.000,0,27.6  H x  33.5  W x  1.2  in,Slovakia,$1390.00,(23)
"Watercolor, Ink",City on the Sea,Prints,26,50,Paper,Nature,Jennifer Heerey,2016-01-01.000,2,9  H x  6  W x  0.1  in,United States,$160.00,(15)
"Oil, Paint",The Western Dream,,0,7,Canvas,World Culture,Kate Lialiampidou,2015-01-01.000,0,35.4  H x  47.2  W x  1.2  in,Greece,$6050.00,(5)
Oil,"№ 2819 ""Walk""",Prints,1,16,Canvas,Bicycle,Evgenia Saré,2016-01-01.000,0,16.1  H x  15  W x  0.8  in,France,$2190.00,(11)
Oil,Leave me alone 1,Prints,5,177,Paper,Nude,Banu Beyza,2008-01-01.000,0,18  H x  14.5  W x  1.5  in,United Kingdom,$1340.00,(79)
"Acrylic, Paint, Color, Molding Paste, Texture",The Instant We Turn Our Heads,,2,28,Canvas,Abstract,Bart Tanner,2017-01-01.000,0,24  H x  24  W x  0.8  in,United States,$1100.00,(25)
Acrylic,Nevermore,Prints,0,83,Wood,Animal,E H AGRESTA,2016-01-01.000,0,11  H x  14  W x  0.8  in,United States,$675.00,(1)
"Acrylic, Watercolor, Color, Paper, Paint","B*tch, I am the Queen.",Prints,1,23,Paper,Fantasy,Kalisaur Artwork,2015-01-01.000,0,23.5  H x  16.5  W x  0.1  in,United Kingdom,$145.00,(15)
Oil,Solitario - Lonely,Prints,7,62,Cardboard,Landscape,Albert Tártaro,2015-01-01.000,0,47.2  H x  25.6  W x  1.6  in,Uruguay,$950.00,(10)
Watercolor,Flowers,Prints,1,437,Paper,Botanic,Gabriela Dinca,2011-07-15.000,0,7.9  H x  1.2  W x  7.9  in,,$245.00,(8)
Acrylic,Batman v The Joker 3,Prints,19,53,Canvas,Comics,Dee Taylor,2016-01-01.000,1,27.6  H x  23.6  W x  2  in,United Kingdom,$1321.00,(52)
Oil,Untitled,,0,101,Canvas,Abstract,Susan Griffith-Jones,2014-11-12.000,0,39.4  H x  39.4  W x  1.8  in,,$3050.00,(6)
Oil,The Beach At Dusk,Prints,2,56,Canvas,Landscape,Seth Larson,2015-07-07.000,0,24  H x  36  W x  0.8  in,United States,$939.99,(2)
Watercolor,"One of world Heritage - ""Sigiriya..."" in Sri Lanka",,0,26,Paper,World Culture,Pradeep De Silva,2016-02-24.000,1,22  H x  29  W x  1.3  in,Sri Lanka,$1030.00,(7)
"Acrylic, Enamel, Household",The Printed Fish,Prints,1,135,Other,Fish,Cameron Fields,2014-09-25.000,1,11  H x  8  W x  0.5  in,,$700.00,(1)
Acrylic,Hooded Momento Mori,,2,26,Canvas,Mortality,Mark Osterman,2016-01-01.000,0,20  H x  16  W x  2  in,United States,$480.00,(26)
Oil,What are You Doing Here?,,24,258,Canvas,Nude,Janis Zingitis,2015-06-30.000,3,27.6  H x  35.4  W x  1.2  in,Latvia,$2090.00,(24)
"Acrylic, Spray Paint, Ink",Alpha Waves no. 3,Prints,136,354,Canvas,Abstract,Chazalon Respress,2016-01-01.000,13,12  H x  12  W x  0.5  in,United States,$275.00,(17)
"Gesso, Gouache, Earth Pigments, Binder, Household",Deep Beauty,,12,57,"Canvas, Wood",Botanic,Francesca Owen,2016-01-21.000,1,15.7  H x  11.8  W x  0.8  in,United Kingdom,$185.00,(44)
Oil,"""Sunrise at the Outer Banks""",,1,36,Canvas,Beach,April Best,2015-01-01.000,0,7  H x  5  W x  0.8  in,United States,$140.00,(16)
Watercolor,Amethyst and Cerulean,Prints,5,73,Paper,Fashion,Sunny Volkert,2014-11-01.000,0,8  H x  10  W x  0.1  in,United States,$710.00,(40)
"Oil, Paint",Blue,,8,670,Canvas,Abstract,Abeer Elkhateb,2011-05-10.000,1,15.7  H x  15.7  W x  1.2  in,United Kingdom,$1740.00,(19)
"Ink, Acrylic",VI,,15,108,Canvas,People,Catherine Duchêne,2014-10-23.000,2,31.9  H x  39.4  W x  1.2  in,France,$2590.00,(37)
Oil,"Protecting Headlands, Mendocino Village",,0,26,Canvas,Landscape,Betina Fink,2016-01-01.000,0,24  H x  36  W x  1.5  in,United States,$1990.00,(8)
Acrylic,Frank,,5,378,Canvas,Animal,Antonella Raimondo,2014-01-01.000,1,44.1  H x  32.7  W x  0.8  in,United Kingdom,$800.00,(12)
Oil,"Limb of Theseus II, Mele",Prints,42,70,Canvas,Body,Pablo Mercado,2016-01-01.000,3,59  H x  59  W x  1.5  in,Spain,$2410.00,(27)
Oil,Mistery of disconnected brain in the room be the countryside.,Prints,36,61,Canvas,Abstract,Elena Harvey,2015-01-01.000,2,40  H x  30  W x  1.5  in,United Kingdom,$3210.00,(17)
"Acrylic, Gesso",Summer Coming Down,Prints,4,119,Canvas,Abstract,Betty Pieper,2015-08-24.000,1,36  H x  48  W x  1.5  in,United States,$900.00,(30)
Acrylic,Peach Season,,9,290,Canvas,Culture,Jeremiah Johnson,2009-09-24.000,1,30  H x  40  W x  2  in,,$4410.00,(24)
Oil,Warmth,,0,3,Canvas,People,lee jeong eun,2016-01-01.000,0,17.9  H x  20.9  W x  0.6  in,South Korea,$580.00,(16)
"Acrylic, Watercolor, Photography",Joyful Silence,Prints,0,45,Paper,Abstract,Yuriy Marinov,2016-02-20.000,0,11.7  H x  8.3  W x  0.1  in,United Kingdom,$880.00,(6)
"Watercolor, Ink",Happy Frog,Prints,7,341,Paper,Water,Darlene Kaplan,2013-11-19.000,4,27  H x  26  W x  1  in,United States,$4625.00,(19)
"Acrylic, Oil, Ink",The Kiss,Prints,13,15,Wood,Love,Valeriy Grebenyuk,2015-01-01.000,1,16.7  H x  12.8  W x  0.8  in,,$480.00,(24)
Gouache,Drowning Spaciousness,,4,44,Paper,Abstract,Kate Wilson,2013-01-01.000,1,22  H x  15  W x  0.1  in,United States,$760.00,(14)
Acrylic,Tete bicolor - jaune-bleu (biptyque),Prints,170,623,Cardboard,Graffiti,Michel Berberian,2001-03-10.000,4,27.6  H x  39.4  W x  3.1  in,France,$2800.00,(29)
Oil,Strength,,145,350,Canvas,Landscape,Kristian Mumford,2014-09-02.000,3,59.1  H x  15.7  W x  1.2  in,Australia,$4410.00,(77)
Acrylic,Richmond bridge,Prints,1,166,Canvas,Landscape,Leyla Orujova,2014-08-13.000,1,18  H x  24  W x  0.8  in,United Kingdom,$840.00,(7)
Oil,The old powerhouse,,3,133,Canvas,Architecture,André Schulze,2016-01-01.000,2,15.7  H x  11.8  W x  0.8  in,Germany,$1990.00,(9)
"Acrylic, Enamel, Gesso, Household","Love, Light, Peace (1)",,287,460,Canvas,Abstract,Naz Kaya-Erdal,2016-04-03.000,5,48  H x  24  W x  1  in,United States,$430.00,(73)
Acrylic,Red Burning Hearth,,0,52,Canvas,Love,Nerija Voguliene,2016-01-01.000,0,20  H x  28  W x  0.8  in,Lithuania,$180.00,(4)
Oil,Claude and Paloma (Reflections on works by Pablo Picasso),Prints,25,2,Canvas,Abstract,Vladimir Zunuzin,2015-01-01.000,0,47.2  H x  35.4  W x  0.6  in,Russia,$17000.00,(50)
"Ink, Tempera",Anselm's Land,Prints,12,58,Paper,Landscape,Marisa Vitiello Beate Liepert,2014-01-01.000,0,22  H x  30  W x  0.1  in,United States,$865.00,(40)
"oil paint, latex paint",Being with All,Prints,8,84,Canvas,Abstract,Anna-Marie Babington,2016-01-01.000,5,48  H x  72  W x  2  in,,$1310.00,(13)
"Acrylic, Resin",Just Call Me Blue,Prints,1,243,Canvas,Floral,Lindsey MacKay,2014-04-03.000,1,10.5  H x  13.5  W x  1.5  in,Canada,$240.00,(16)
Acrylic,Rojo por rojo,Prints,0,14,Paper,Abstract,alejandro moreno,2016-05-01.000,1,17.7  H x  13  W x  0  in,Chile,$290.00,(10)
"Acrylic, Oil",Swimming II.,Prints,52,284,"Canvas, Wood",Landscape,Pavel Kryz,2011-08-15.000,2,63  H x  51.2  W x  1.2  in,,$5210.00,(27)
Oil,Indigo Skies 1,Prints,1,67,Canvas,Seascape,Lynn Church,2016-01-19.000,0,35.4  H x  47.2  W x  0  in,South Africa,$830.00,(44)
Oil,"""That's One Small Step For A.... Oh.""",Prints,1,51,Canvas,People,Mat Ollig,2015-09-10.000,0,29  H x  29  W x  2  in,United States,$1390.00,(6)
"Oil, Glitter, Goldleaf, Acrylic",Pale Hair Girls : Goodbye Future I,Prints,0,129,Canvas,Classical mythology,羅卓睿 Michael Andrew Law,2011-11-13.000,1,48  H x  36  W x  1.5  in,Hong Kong,$2750.00,(66)
"Acrylic, Airbrush",Lonely,Prints,7,143,Wood,Women,Robert Johnson,2014-11-01.000,3,18  H x  24  W x  1  in,United States,$459.00,(25)
Oil,Known Unknowns,Prints,12,46,"Other, Wood",Landscape,Steve Makse,2016-01-01.000,0,9.8  H x  11.8  W x  0.8  in,Australia,$980.00,(19)
Acrylic,Cuprum qween,,0,143,"Canvas, Wood",Portrait,Alexsey Tatarskikh Art,2014-09-07.000,0,19.7  H x  19.7  W x  0.6  in,Russia,$1340.00,(14)
Oil,In the meadow,,3,155,Canvas,Horse,Halina Hendrickx,2014-11-01.000,1,31.5  H x  39.4  W x  0.8  in,,$940.00,(2)
Oil,TORONTO#15,,1,96,Canvas,Cities,stew jones,2014-07-01.000,5,48  H x  60  W x  1  in,,$6850.00,(1)
Oil,"""Aspiration""",Prints,0,31,Canvas,Interiors,Yaromir Farada,2012-01-01.000,0,35.4  H x  51.2  W x  0.8  in,Ukraine,$11000.00,(18)
Oil,Jungle Queen,,5,90,Canvas,Women,Jan Kasparec,2015-10-01.000,0,48  H x  98  W x  2  in,Canada,$9850.00,(22)
"Ink, Acrylic, Watercolor","""BABS"" original artwork by ManRabbit",,0,225,"Paper, Other",Women,Man Rabbit,2015-06-24.000,0,24  H x  18  W x  1.5  in,United States,$4410.00,(6)
Oil,Monoface,,2,215,Canvas,Portrait,Victoria Fontana,2015-03-18.000,4,45.7  H x  35  W x  0.8  in,United States,$1990.00,(5)
